SYS,SYS,SYS,SYS,SYS,USERDEF,USERDEF,USERDEF,USERDEF,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,MATCH,MATCH,MATCH,STABILITY,STABILITY,STABILITY,STABILITY,STABILITY,STABILITY,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,META,META,META,META,META,META,META
Obs#,Time,Date,configName,configAuthor,remark,Position,Transect,,gsw,gbw,gtw,E_apparent,VPcham,VPref,VPleaf,VPDleaf,H2O_r,H2O_s,H2O_leaf,leaf_area,flashID,Fo,Fm,Fv/Fm,Fs,Fm',PhiPS2,PS2/1,abs,ETR,rh_s,rh_r,Tref,Tleaf,P_atm,flow,flow_s,leak_pct,Qamb,batt,match_time,match_date,rh_adj,gsw1sec,gsw2sec,gsw4sec,flr1sec,flr2sec,flr4sec,auto,flow_set,gsw_limit,gsw_period,dark,flash_type,flash_intensity,modrate,flr_limit,flr_period,P1_dur,P2_dur,P3_dur,P1_Fmax,P2_ramp,P2_slp,P3_Fmax,P3_Pred,P3_DeltaF,v_humA,v_humB,v_flowIn,v_flowOut,v_temp,v_irt,v_pres,v_par,v_F,i_LED,b_rhr,m_rhr,span_rhr,b_rhs,m_rhs,span_rhs,z_flowIn,z_flowOut,z_quantum,z_flr,flashId,lciSerNum,lcpSerNum,lcfSerNum,lcrhSerNum,version,configUpdatedAt
,HHMMSS,YYYYMMDD,,,,,,,mol+1m-2s-1,mol+1m-2s-1,mol+1m-2s-1,mmol+1m-2s-1,kPa,kPa,kPa,kPa,mmol+1mol-1,mmol+1mol-1,mmol+1mol-1,cm+2,,,,,,,,,,umol+1m-2s-1,%,%,C,C,kPa,umol+1sec-1,umol+1sec-1,%,umol+1m-2s-1,V,HHMMSS,YYYYMMDD,%,,,,,,,,umol+1sec-1,(umol+1m-2s-1)s-1,s,,,umol+1m-2s-1,Hz,s-1,s,ms,ms,ms,,%,,,,,V,V,V,V,V,V,V,V,V,A,,,,,,,,,,,,,,,,,
21,11:14:52,5/17/2022,JSG 2022,MS,,2,Central,,0.057969,2.923068,0.056842,3.065241,1.224194,1.152296,5.597627,4.373433,13.634665,14.485406,66.234505,0.441786,PSF-00495_20220517111452,0,0,0,170.898193,203.469513,0.16008,0.5,0.8,136.987259,29.59,27.85,29.49,34.84,84.51,156.9,155.7,0.8,2139,4.007,11:12:21,5/17/2022,0.16,0.001,0.002,0.003,-2.228,-4.48,-10.129,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.46822,2.413536,1.660951,0.932659,0.228213,0.065022,0.270284,1.90597,170.898193,0.00029,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220517111452,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
22,11:15:16,5/17/2022,JSG 2022,MS,,2,Central,,0.105549,2.922637,0.10187,4.980926,1.281928,1.165141,5.254228,3.972299,13.787058,15.168999,62.173035,0.441786,PSF-00495_20220517111516,0,0,0,241.865158,286.343689,0.155333,0.5,0.8,132.049393,30.82,28.01,29.58,33.7,84.51,156.8,156.1,0.4,2125,4.006,11:12:21,5/17/2022,0.16,0.003,0.001,-9999,-2.021,3.792,-9999,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.468447,2.415265,1.660502,0.933792,0.227355,0.049538,0.273081,1.894124,241.865158,0.00031,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220517111516,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
23,11:15:46,5/17/2022,JSG 2022,MS,,3,Central,,0.029744,2.92273,0.029444,1.208906,1.190463,1.162089,4.54243,3.351968,13.751398,14.087148,53.752117,0.441786,PSF-00495_20220517111546,0,0,0,109.229919,396.947968,0.724826,0.5,0.8,51.26458,28.49,27.81,29.66,31.12,84.51,156.8,156,0.6,177,4.005,11:12:21,5/17/2022,0.16,0,0.001,-9999,0.98,1.221,-9999,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.468134,2.411942,1.6606,0.933417,0.226666,0.016871,0.276589,0.256398,109.229919,0.000318,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220517111546,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
24,11:16:15,5/17/2022,JSG 2022,MS,,3,Central,,0.074571,2.922995,0.072716,2.648456,1.279565,1.217482,4.25677,2.977205,14.406282,15.1409,50.36972,0.441786,PSF-00495_20220517111615,0,0,0,153.807526,358.101379,0.570492,0.5,0.8,36.712605,30.53,29.05,29.71,29.98,84.51,156.9,156.3,0.4,161,4.005,11:12:21,5/17/2022,0.16,-0.004,-0.004,0.001,-0.497,1.41,17.383,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.470018,2.414843,1.660876,0.934172,0.226193,0.00258,0.279687,0.243004,153.807526,0.000316,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220517111615,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
25,11:17:11,5/17/2022,JSG 2022,MS,,3,Central,,0.05037,2.921849,0.049517,1.76283,1.207338,1.165942,4.121096,2.913758,13.79658,14.286415,48.764881,0.441786,PSF-00495_20220517111711,0,0,0,97.595573,380.236023,0.743329,0.5,0.8,49.000397,28.69,27.71,29.78,29.42,84.51,156.7,155.8,0.6,165,4.004,11:12:21,5/17/2022,0.16,0.001,0.002,-9999,-0.242,-0.534,-9999,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.467955,2.412212,1.659682,0.932889,0.225564,-0.004963,0.285782,0.246298,97.595573,0.000324,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220517111711,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
26,11:18:23,5/17/2022,JSG 2022,MS,,3,Central,,0.061884,2.921365,0.0606,2.193394,1.144215,1.092647,4.10807,2.963855,12.928786,13.538958,48.608875,0.441786,PSF-00495_20220517111823,0,0,0,109.597206,370.036469,0.703821,0.5,0.8,43.998863,27.09,25.87,29.85,29.37,84.51,156.7,156.2,0.3,156,4.003,11:12:21,5/17/2022,0.16,-0.001,0.002,-9999,0.119,-0.057,-9999,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.465111,2.409903,1.659178,0.93397,0.225004,-0.006366,0.292962,0.239141,109.597206,0.000318,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220517111823,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
27,11:18:50,5/17/2022,JSG 2022,MS,,4,Central,,0.02911,2.92229,0.028822,1.018184,1.135667,1.111744,4.02997,2.894303,13.154556,13.437622,47.684055,0.441786,PSF-00495_20220517111850,0,0,0,98.969582,369.589081,0.732217,0.5,0.8,44.941998,26.86,26.3,29.87,29.04,84.51,156.8,156,0.5,153,4.002,11:12:21,5/17/2022,0.16,-0.001,0,-9999,0.151,-0.334,-9999,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.465768,2.409567,1.66014,0.933444,0.224843,-0.010516,0.295546,0.236754,98.969582,0.000314,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220517111850,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
28,11:19:14,5/17/2022,JSG 2022,MS,,4,Central,,0.123891,2.921185,0.11885,4.084584,1.203557,1.107581,4.018373,2.814816,13.105252,14.240878,47.546684,0.441786,PSF-00495_20220517111914,0,0,0,98.870155,377.483734,0.738081,0.5,0.8,38.954414,28.46,26.19,29.87,28.99,84.51,156.6,156.1,0.3,132,4.002,11:12:21,5/17/2022,0.16,0.001,0.002,-9999,-0.103,-0.386,-9999,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.465603,2.41187,1.658992,0.933865,0.224801,-0.011161,0.297834,0.218682,98.870155,0.000316,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220517111914,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
29,11:19:48,5/17/2022,JSG 2022,MS,,4,Central,,0.050036,2.923567,0.049194,1.810462,1.095266,1.052753,4.109648,3.014382,12.457285,12.960346,48.629707,0.441786,PSF-00495_20220517111948,0,0,0,96.260902,374.647369,0.743063,0.5,0.8,44.513634,25.91,24.91,29.86,29.37,84.51,156.9,156.1,0.6,150,4,11:12:21,5/17/2022,0.16,0.001,0,-9999,0.018,-0.036,-9999,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.463602,2.408184,1.661473,0.93364,0.224869,-0.00647,0.301,0.23366,96.260902,0.000321,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220517111948,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
30,11:20:54,5/17/2022,JSG 2022,MS,,1,South,,0.052246,2.921409,0.051328,2.098196,1.282053,1.232809,4.616079,3.334026,14.58795,15.170652,54.622501,0.441786,PSF-00495_20220517112054,0,0,0,202.9599,330.189575,0.385323,0.5,0.8,332.985901,30.23,29.07,29.92,31.4,84.51,156.7,155.9,0.5,2160,4,11:12:21,5/17/2022,0.16,0,-0.004,-0.002,2.525,3.639,6.513,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.470017,2.414389,1.659224,0.933252,0.224362,0.017192,0.307896,1.923682,202.9599,0.000313,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220517112054,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
31,11:22:14,5/17/2022,JSG 2022,MS,,1,South,,0.051225,2.921359,0.050342,2.541539,1.451857,1.392321,5.542167,4.09031,16.473814,17.17823,65.574387,0.441786,PSF-00495_20220517112214,0,0,0,193.172333,227.176666,0.149682,0.5,0.8,122.783913,33.83,32.45,30.12,34.66,84.52,156.7,155.9,0.5,2051,3.998,11:12:21,5/17/2022,0.16,0,0.002,0,-2.107,-4.749,-10.541,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.475073,2.419422,1.659172,0.933203,0.222559,0.055022,0.31728,1.831483,193.172333,0.000309,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220517112214,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
32,11:23:05,5/17/2022,JSG 2022,MS,,1,South,,0.076749,2.922688,0.074786,3.591485,1.255085,1.170838,5.160188,3.905103,13.852172,14.8489,61.050159,0.441786,PSF-00495_20220517112305,0,0,0,228.159424,288.716919,0.209747,0.5,0.8,27.359262,28.93,26.99,30.32,33.38,84.52,156.8,156.1,0.5,326,3.996,11:22:47,5/17/2022,0.16,0.003,0.004,-9999,-4.699,-3.776,-9999,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.466774,2.412491,1.660555,0.933635,0.220882,0.036654,0.323393,0.381874,228.159424,0.000315,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220517112305,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
33,11:23:40,5/17/2022,JSG 2022,MS,,2,South,,0.088129,2.922574,0.08555,4.193247,1.265908,1.16756,5.248747,3.982839,13.814953,14.978638,62.104874,0.441786,PSF-00495_20220517112340,0,0,0,96.907494,128.222473,0.244224,0.5,0.8,203.377823,29.02,26.76,30.41,33.68,84.51,156.8,156,0.5,2082,3.995,11:22:47,5/17/2022,0.16,0,0,-9999,-0.618,-1.124,-9999,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.466419,2.412609,1.660436,0.93359,0.220053,0.039281,0.327225,1.857655,96.907494,0.0003,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220517112340,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
34,11:24:10,5/17/2022,JSG 2022,MS,,2,South,,0.076998,2.922351,0.075021,3.571139,1.166049,1.082179,5.041244,3.875195,12.805032,13.797436,59.651222,0.441786,PSF-00495_20220517112410,0,0,0,119.535683,160.82132,0.256717,0.5,0.8,174.116302,26.59,24.68,30.5,32.96,84.51,156.8,155.9,0.5,1696,3.995,11:22:47,5/17/2022,0.16,0.001,0.001,-9999,-1.4,-1.847,-9999,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.463166,2.409105,1.660204,0.933349,0.219261,0.029243,0.330471,1.532979,119.535683,0.000296,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220517112410,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
35,11:24:44,5/17/2022,JSG 2022,MS,,2,South,,0.083669,2.922909,0.081341,3.50044,1.139403,1.057203,4.651738,3.512335,12.509426,13.482065,55.042019,0.441786,PSF-00495_20220517112444,0,0,0,157.927032,267.705933,0.410073,0.5,0.8,255.447464,25.85,23.99,30.59,31.54,84.51,156.9,156.2,0.4,1557,3.994,11:22:47,5/17/2022,0.16,0,-0.001,0,-15.013,4.839,-12.017,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.462073,2.408023,1.660785,0.934051,0.218504,0.010754,0.334012,1.416757,157.927032,0.000309,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220517112444,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
36,11:25:29,5/17/2022,JSG 2022,MS,,2,South,,0.088213,2.923783,0.085629,3.886843,1.318201,1.22718,5.010962,3.692762,14.519744,15.596687,59.288704,0.441786,PSF-00495_20220517112529,0,0,0,263.935089,327.503448,0.1941,0.5,0.8,120.412315,29.71,27.66,30.71,32.85,84.52,157,155.5,0.9,1551,3.993,11:22:47,5/17/2022,0.16,-0.001,-0.002,-9999,-3.593,-3.351,-9999,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.467758,2.413559,1.661698,0.932254,0.217517,0.025463,0.338595,1.411359,263.935089,0.000308,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220517112529,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
37,11:25:55,5/17/2022,JSG 2022,MS,,3,South,,0.112435,2.92305,0.108271,3.751186,1.23311,1.145126,4.069453,2.836342,13.549108,14.590131,48.149662,0.441786,PSF-00495_20220517112555,0,0,0,121.947166,427.937866,0.715035,0.5,0.8,53.011486,27.71,25.73,30.76,29.2,84.52,156.9,155.8,0.7,185,3.993,11:22:47,5/17/2022,0.16,-0.001,-0.001,-9999,2.426,5,-9999,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.464777,2.41069,1.660933,0.933038,0.217053,-0.019242,0.340991,0.263567,121.947166,0.000314,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220517112555,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
38,11:26:23,5/17/2022,JSG 2022,MS,,3,South,,0.034136,2.922461,0.033741,1.146681,1.243972,1.217067,4.026675,2.782703,14.400224,14.718556,47.64323,0.441786,PSF-00495_20220517112623,0,0,0,147.51506,407.892822,0.638348,0.5,0.8,51.382202,27.9,27.29,30.8,29.02,84.52,156.8,155.5,0.8,201,3.992,11:22:47,5/17/2022,0.16,0.002,0,-0.002,0.184,2.368,11.854,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.46718,2.410954,1.660318,0.932182,0.216749,-0.021829,0.343642,0.276919,147.51506,0.000309,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220517112623,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
39,11:26:52,5/17/2022,JSG 2022,MS,,3,South,,0.093731,2.924081,0.09082,3.301274,1.285729,1.208409,4.257209,2.97148,14.29761,15.212447,50.370296,0.441786,PSF-00495_20220517112652,0,0,0,119.966629,399.941315,0.700039,0.5,0.8,51.539665,28.8,27.07,30.82,29.99,84.52,157,155.9,0.7,184,3.991,11:22:47,5/17/2022,0.16,0.003,0.004,-9999,0.307,2.992,-9999,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.466833,2.412247,1.66201,0.933252,0.216583,-0.010614,0.346321,0.262486,119.966629,0.000312,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220517112652,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
40,11:27:32,5/17/2022,JSG 2022,MS,,4,South,,0.20052,2.923173,0.187648,5.603953,1.460086,1.329013,3.904065,2.443979,15.724524,17.275337,46.191833,0.441786,PSF-00495_20220517112732,0,0,0,97.330215,345.910919,0.718626,0.5,0.8,52.161083,32.69,29.76,30.82,28.49,84.52,156.9,155.6,0.8,181,3.991,11:22:47,5/17/2022,0.16,-0.001,0.001,0.007,-0.377,-1.324,5.578,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.470932,2.417739,1.661061,0.932517,0.216525,-0.028416,0.35001,0.260302,97.330215,0.00031,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220517112732,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
41,11:27:53,5/17/2022,JSG 2022,MS,,4,South,,0.027654,2.922793,0.027395,0.915193,1.309937,1.288487,4.043909,2.733972,15.245936,15.499737,47.84927,0.441786,PSF-00495_20220517112753,0,0,0,104.409454,390.251038,0.732456,0.5,0.8,45.422726,29.36,28.88,30.81,29.09,84.51,156.8,155.7,0.7,155,3.99,11:22:47,5/17/2022,0.16,0.002,0.002,-9999,0.823,0.098,-9999,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.469598,2.413042,1.660665,0.93277,0.21666,-0.021083,0.351767,0.238091,104.409454,0.000312,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220517112753,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
42,11:28:08,5/17/2022,JSG 2022,MS,,4,South,,0.157413,2.922009,0.149367,4.38501,1.336837,1.234034,3.743343,2.406506,14.601708,15.818117,44.293102,0.441786,PSF-00495_20220517112808,0,0,0,107.185005,400.786041,0.732563,0.5,0.8,40.735687,29.99,27.68,30.79,27.77,84.51,156.7,155.8,0.6,139,3.989,11:22:47,5/17/2022,0.16,0,0,-9999,0.877,1.658,-9999,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.46778,2.413941,1.659848,0.933065,0.216804,-0.036452,0.353057,0.224627,107.185005,0.000325,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220517112808,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
43,11:28:37,5/17/2022,JSG 2022,MS,,4,South,,0.044782,2.922109,0.044106,1.519611,1.413967,1.378377,4.228492,2.814525,16.309889,16.731007,50.034367,0.441786,PSF-00495_20220517112837,0,0,0,150.663971,453.111298,0.66749,0.5,0.8,46.520546,31.79,30.99,30.75,29.87,84.51,156.8,150.9,3.7,174,3.988,11:22:47,5/17/2022,0.16,-0.004,-0.002,-9999,0.567,1.543,-9999,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.472793,2.416481,1.659952,0.920708,0.217123,-0.011255,0.355572,0.25423,150.663971,0.000303,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220517112837,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
1,12:56:58,5/17/2022,JSG 2022,MS,,1,North,,0.088201,2.924172,0.085618,3.85985,1.049223,0.958616,4.727351,3.678128,11.347854,12.420436,55.961205,0.441786,PSF-00495_20220517125658,0,0,0,135.795242,168.578629,0.194469,0.5,0.8,47.433777,24.76,22.62,29.9,31.82,84.48,157,156.3,0.4,610,3.991,12:55:55,5/17/2022,0.24,0.002,0.001,-9999,-4.219,1.794,-9999,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.459996,2.406376,1.662106,0.934373,0.224499,0.022487,0.134593,0.620319,135.795242,0.000308,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220517125658,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
2,12:57:39,5/17/2022,JSG 2022,MS,,1,North,,0.073255,2.922415,0.071464,3.151641,1.252111,1.178208,4.843074,3.590963,13.947789,14.822662,57.332981,0.441786,PSF-00495_20220517125739,0,0,0,105.112907,136.780853,0.231523,0.5,0.8,136.223221,29.38,27.65,30,32.25,84.47,156.8,153.9,1.9,1471,3.989,12:55:55,5/17/2022,0.24,-0.001,-0.002,0,-1.011,-2.538,-11.312,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.467836,2.413058,1.66027,0.928163,0.22363,0.026531,0.14168,1.344149,105.112907,0.000301,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220517125739,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
3,12:58:40,5/17/2022,JSG 2022,MS,,1,North,,0.08714,2.922488,0.084617,3.473157,1.343538,1.262188,4.687105,3.343566,14.941464,15.904473,55.484779,0.441786,PSF-00495_20220517125840,0,0,0,156.731125,248.849625,0.370177,0.5,0.8,127.689377,31.2,29.31,30.19,31.67,84.48,156.8,155.8,0.7,862,3.988,12:55:55,5/17/2022,0.24,-0.001,-0.002,0,-2.61,-3.907,-10.432,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.470341,2.415604,1.660347,0.932946,0.222004,0.017238,0.151787,0.83261,156.731125,0.000294,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220517125840,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
4,12:59:11,5/17/2022,JSG 2022,MS,,2,North,,0.037492,2.922386,0.037017,1.379233,1.324634,1.292318,4.3662,3.041566,15.297642,15.680182,51.684315,0.441786,PSF-00495_20220517125911,0,0,0,125.380753,350.574738,0.642357,0.5,0.8,109.150795,30.61,29.86,30.27,30.43,84.48,156.8,149.5,4.6,425,3.987,12:55:55,5/17/2022,0.24,0.002,0.004,-9999,0.55,0.437,-9999,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.471163,2.414757,1.660241,0.917246,0.221248,0.001163,0.156427,0.46484,125.380753,0.000314,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220517125911,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
5,12:59:39,5/17/2022,JSG 2022,MS,,2,North,,0.165968,2.923202,0.157051,5.532602,1.229293,1.099601,4.111126,2.881833,13.016837,14.552111,48.666634,0.441786,PSF-00495_20220517125939,0,0,0,194.150803,387.314209,0.498725,0.5,0.8,84.727905,28.31,25.32,30.33,29.38,84.48,156.9,156.3,0.4,425,3.986,12:55:55,5/17/2022,0.24,-0.001,-0.003,-0.002,1.246,1.577,18.148,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.464194,2.411479,1.661092,0.934223,0.220748,-0.01201,0.160336,0.46477,194.150803,0.000314,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220517125939,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
6,13:00:00,5/17/2022,JSG 2022,MS,,2,North,,0.078486,2.923436,0.076433,2.800982,1.240945,1.175305,4.236365,2.99542,13.912558,14.689566,50.14756,0.441786,PSF-00495_20220517130000,0,0,0,129.535324,319.956787,0.595147,0.5,0.8,118.69381,28.52,27.01,30.37,29.9,84.48,156.9,156,0.6,499,3.986,12:55:55,5/17/2022,0.24,0.001,-0.001,-9999,-2.206,-4.578,-9999,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.466799,2.411771,1.661336,0.933505,0.220421,-0.006269,0.163394,0.526857,129.535324,0.000316,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220517130000,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
